year,to_country_id,to_country,performer,song,place_contest,place_final,points_final,points_tele_final,points_jury_final,composers,youtube_url,winner,top5,finalist,lyrics_english,total_without_contestant,per_of_pot_max,lyrics_token,tele_percentage,jury_percentage,region
1983,be,Belgium,Pas de Deux,Rendez-vous,18.0,18.0,13.0,,,Walter Verdin,https://youtube.com/watch?v=JRfve3wHYUY,0,0,1,"Rendez-vous
But its over now, I don't have a clue
Rendez-vous
But its over now, I don't have a clue
Rendez-vous
Rendez-vous
Rendez-vous
But its over now
Rendez-vous
But its over now, I don't have a clue
Rendez-vous
But its over now, I don't have a clue
Rendez-vous
Rendez-vous
Rendez-vous
But its over now
Rendez-vous
But itѕ over now, I don't have а clue",228,5.7,"['over', 'clue', 'over', 'clue', 'over', 'clue', 'over', 'clue', 'clue']",,,Western Europe
1983,tr,Turkey,Çetin Alp and the Short Wave,Opera,19.0,19.0,0.0,,,Buğra Uğur,https://youtube.com/watch?v=9fGfXAYvGlI,0,0,1,"That's opera, storm of excitement
I feel it so strongly, this love should never end
Ballet, with music full of love
Overture, trio, duet, choirs
The Abduction from the Seraglio, La Traviata will not die
Opera, opera, opera, opera, opera
Opera, opera, opera, opera, Carmen, Aida
Opera, opera, tonight at the opera they play
Tosca, Figaro and Fidelio, exciting arias
Lay lay la lay lay lay la lay la lay…
(Opera, opera, opera, opera, opera)
Lay lay la lay lay lay la lay la lay…
(Opera, opera, opera, opera), Carmen, Aida
Opera, opera, tonight at the opera they play
Tosca, Figaro and Fidelio, exciting arias
This is opera, Wagner and Puccini
Mozart, Rossini, the works of Verdi will remain forever
Ballet, with music full of love
Overture, trio, duet, choirѕ
The Abduction from the Seraglio, La Traviatа will not die
Will never die",228,0.0,"['opera', 'storm', 'excitement', 'love', 'music', 'love', 'trio', 'opera', 'opera', 'opera', 'opera', 'opera', 'opera', 'opera', 'opera', 'tonight', 'opera', 'aria', 'lay', 'opera', 'opera', 'opera', 'opera', 'lay', 'opera', 'opera', 'opera', 'opera', 'tonight', 'opera', 'aria', 'opera', 'work', 'music', 'love', 'trio', 'choirѕ']",,,Non-European
1983,es,Spain,Remedios Amaya,¿Quién Maneja Mi Barca?,19.0,19.0,0.0,,,José Miguel Evóras,https://youtube.com/watch?v=B3-0DLbQP2E,0,0,1,"Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat?
It drifts me away
Ay, who sails my boat, who?
It drifts me
It takes me away
Your mother's braids, come on, tell me who
Tell me who braids them, tell me who
Tell me who braids them
I'm going to ask him to braid mine, yes I will
Your head, my head, yes I will
Your head, my head
Whatever you ask me, I'll give it to you
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat?
It drifts me away
Ay, who sails my boat, who?
It drifts me
It takes me away
The green of your green eyes, look at me
Look at me, so I can look at you, look at me
Look at me, so I can look at you
A green like every green, look at me
It's a green that pursues me, look at me
It's a green that pursues me
Whatever you ask me, I'll give it to you
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat?
It drifts me away
Ay, who sails my boat, who?
It drifts me
It takes me away
Whatever you ask me, I'll give it to you
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It drifts me away, who?
Ay, who sails my boat, who?
It driftѕ me awаy, who?",228,0.0,"['boat', 'boat', 'boat', 'boat', 'mother', 'braid', 'mine', 'head', 'head', 'head', 'head', 'boat', 'boat', 'boat', 'boat', 'green', 'eye', 'green', 'green', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat']",,,Southern Europe
1984,se,Sweden,Herrey's,Diggi-loo Diggy-ley,1.0,1.0,145.0,,,Torgny Söderberg,https://youtube.com/watch?v=UTFec_mrD-c,1,1,1,"Lightning and thunder, magical wonders
Suddenly one day it happened, oh… what a piece of luck
(You are a lucky devil)
One day in the city (you walked there thinking)
On the forecourt (you saw something glistening)
It felt like I had wings
Oh… what a wonderful dream
Diggi-loo diggy-ley, everybody's looking at me
When I'm walking in my golden shoes
I danced in the street
And the whole world was smiling
Diggi-loo diggy-ley, the sky was opening up
You hardly believe your eyes
Oh… and I almost begin to fly
In my golden shoes
I have visions for millions
Golden shoes for you and happiness is a fact
(Tell us more, we trust your word)
Imagine an obstacle, (you'll fly over it)
Wings on your shoes (is all you need)
Oh… I can become what I want
In my magical world
Diggi-loo diggy-ley, everybody's looking at me
When I'm walking in my golden shoes
I danced in the street
And the whole world was smiling
Diggi-loo diggy-ley, the sky was opening up
You hardly believe your eyes
Oh… and I almost begin to fly
In my golden shoes
It was a wishful dream, but I have to admit
When I woke up, I woke up with pleasure
Me, a singer and dancer
Oh… oh…
Diggi-loo diggy-ley, the sky was opening up
You hаrdly believe your eyes
Oh… I'd like to wish
For everyone golden shoes
Oh… I'd like to wish
For everyone golden shoeѕ",216,67.1,"['lightning', 'thunder', 'wonder', 'day', 'piece', 'luck', 'devil', 'day', 'city', 'forecourt', 'wing', 'dream', 'ley', 'shoe', 'street', 'world', 'sky', 'eye', 'shoe', 'vision', 'million', 'shoe', 'happiness', 'fact', 'obstacle', 'wing', 'shoe', 'world', 'ley', 'shoe', 'street', 'world', 'sky', 'eye', 'shoe', 'dream', 'pleasure', 'singer', 'dancer', 'sky', 'eye', 'shoe']",,,Northern Europe
1984,ie,Ireland,Linda Martin,Terminal '3',2.0,2.0,137.0,,,Johnny Logan,https://youtube.com/watch?v=KqZhLJ6IrNk,0,1,1,"Long distance USA, last night I heard him say
He's been away too long, now he's coming home
Be on the morning plane, if I still feel the same
I should be waiting 'cause he'd be all alone
I'm in Arrivals by the time he had said
I search the information board and it read
""Terminal Three: flight's on time""
Staring into a space, searching through every face
He's been away too long now, he must have changed
Another time and place can never quite erase
The way he turned his back and walked away
I repeated all the words he had said
Until a voice came through into my head
""Terminal Three: flight's on time""
Fly to me on the wings of all you meant to me
Memories of the dreams that all tomorrow can be
For you and me
""Terminal Three: flight's on time""
Fly to me on the wings of all you meant to me
Memories of the dreams that all tomorrow can be
For you and me
""Terminal Three: flight's on time""
Long distance USA, last night I heard him say
Could I be waiting 'cause he'd be all alone
I told him nothing's changed and I still feel the same
He's been away too long
Come on home
(Long distance USA, last night I heard him say)
Come on home
(Could I be waiting 'cause he'd be all alone)
Come on home
(I told him nothing's changed and I still feel the same)
Come on home
(He's been away too long)
""Terminal Three: flight's on time""
Long distance USA, long distance USA
Long distance USA, long distance USA
Long distance USA, long distance USA
Long distance USA, long diѕtаnce USA",216,63.4,"['distance', 'night', 'home', 'morning', 'plane', 'time', 'information', 'board', 'flight', 'time', 'space', 'face', 'time', 'place', 'way', 'back', 'voice', 'head', 'flight', 'time', 'wing', 'dream', 'tomorrow', 'flight', 'time', 'wing', 'dream', 'tomorrow', 'flight', 'time', 'distance', 'night', 'home', 'distance', 'night', 'home', 'home', 'home', 'flight', 'time', 'distance', 'distance', 'distance', 'distance', 'distance', 'distance', 'distance', 'diѕtаnce']",,,Northern Europe
1984,es,Spain,Bravo,"Lady, Lady",3.0,3.0,106.0,,,Miguel Blasco,https://youtube.com/watch?v=ziBsXRsqvZs,0,1,1,"Each evening
When the sun is setting
She goes for a walk
On the main road
With her grey sun hat (With her grey sun hat)
With her starch dress
Jasmine perfume (Jasmine perfume)
Varnished ankle boots
Lady, lady, lady 
Uses blue make-up for her eyes
Although a thousand years ago
She lost her youth (Her youth)
When one summer day
She got disillusioned
Lady, lady, lady 
Lives in her crystal world
She believes that he will return one day
She lives
In a rented room
On the wall hangs
The picture of a man
Her life passed by (Her life passed by)
In cotton clouds
In paper dreams (In paper dreams)
In search of her love
Lady, lady, lady 
Uses blue make-up for her eyes
Although a thousand years ago
She lost her youth (Her youth)
When one summer day
She got disillusioned
Lady, lady, lady 
Uses blue make-up for her eyes
Although a thousand years ago
She lost her youth (Her youth)
When one summer day
She got disillusioned
Lady, lady, lady 
Lives in her crystal world
She believes that he will return one day
Lady, lady, lady 
Uses blue make-up for her eyes
Although a thousand years ago
She lost her youth (Her youth)
When one summer day
She got disillusioned
Lady, lady, lady 
Uses blue make-up for her eyes
Although a thousand years ago
She lost her youth (Her youth)
When one summer dаy
She got disilluѕioned",216,49.1,"['evening', 'sun', 'walk', 'road', 'sun', 'sun', 'starch', 'dress', 'perfume', 'perfume', 'ankle', 'boot', 'lady', 'lady', 'make', 'up', 'eye', 'year', 'youth', 'youth', 'summer', 'day', 'lady', 'lady', 'crystal', 'world', 'day', 'room', 'wall', 'picture', 'man', 'life', 'life', 'cotton', 'cloud', 'paper', 'dream', 'paper', 'dream', 'search', 'love', 'lady', 'lady', 'make', 'up', 'eye', 'year', 'youth', 'youth', 'summer', 'day', 'lady', 'lady', 'make', 'up', 'eye', 'year', 'youth', 'youth', 'summer', 'day', 'lady', 'lady', 'crystal', 'world', 'day', 'lady', 'lady', 'make', 'up', 'eye', 'year', 'youth', 'youth', 'summer', 'day', 'lady', 'lady', 'make', 'up', 'eye', 'year', 'youth', 'youth', 'summer', 'dаy']",,,Southern Europe
1984,dk,Denmark,Hot Eyes,Det' Lige Det,4.0,4.0,101.0,,,Søren Bundgaard,https://youtube.com/watch?v=Ba3BtlWEr-k,0,1,1,"The rain is beating on the window
I stare at it, drearily
There isn't a lot, that indicates
That the sun will come out again
Then the doorbell rings
And who do you think steps in?
You do, and at once the rain is gone
At least in my mind
That's just what I'm waiting for
That's just what makes me live
The big sensation, a wonderful gift
That suddenly appears out of nowhere
That's just what I'm waiting for
That's just what makes me float through the air
And if I dream, I beg you:
Don't wake me up anymore
You stand a bit shy and hesitate
Then at last tells me
That you've realized
What I've known for so long
You stare past me, frightened
At the word 'love'
Calm down, I'll never get tired
Of that word, you know
That's just what I'm waiting for
That's just what makes me live
The big sensation, a wonderful gift
That suddenly appears out of nowhere
That's just what I'm waiting for
That's just what makes me float through the air
And if I dream, I beg you:
Don't wake me up anymore
We run down the street hand in hand
And don't care if the rain increases
I get a bit proud and shy
Every time you send me a smile
That's just it…
That's just what I'm waiting for
That's just what makes me live
The big sensation, a wonderful gift
That suddenly appears out of nowhere
That's just what I'm waiting for
That's just what makeѕ me float through the air
And if I dream, I beg you:
Don't wake me up аnymore",216,46.8,"['rain', 'window', 'lot', 'sun', 'doorbell', 'ring', 'step', 'rain', 'mind', 'sensation', 'gift', 'air', 'bit', 'love', 'sensation', 'gift', 'air', 'street', 'hand', 'hand', 'rain', 'bit', 'time', 'smile', 'sensation', 'gift', 'air', 'аnymore']",,,Northern Europe
1984,be,Belgium,Jacques Zegers,Avanti La Vie,5.0,5.0,70.0,,,Henri Seroka,https://youtube.com/watch?v=apMQRVC8JHg,0,1,1,"Go forward, go forward in life
Remember the history of mankind
Heart and fists, go forward
Maybe you will revive Rome
Go forward, go forward in life
Be a free bird, go
Wings and beak, go forward
But fly higher than the cats
The train of the days rides in your head
A lot of bends are often waiting for you
Go forward, go forward in life
Don't listen to all the laws
You would perish, go forward
All the liberties growl on you
(Go forward, go forward in life)
Neither servant nor king
(Be a poet without executioners, go)
Sing as strong as you can
(Ink and words, go forward)
Go forward in life
(Write down the madness of your inner self)
The train of the time sometimes stops
Make the most of it, change your mind
Go forward, go forward in life
Help yourself, heaven will help you
Stand up and walk, go forward
Someone else said it before me
(Go forward, go forward in life)
Go forward  in life
(Remember the history of mankind)
Heart and fists, go forward
(Heart and fistѕ, go forward)
Mаybe you will revive Rome",216,32.4,"['life', 'history', 'mankind', 'heart', 'fist', 'life', 'bird', 'beak', 'cat', 'train', 'day', 'head', 'lot', 'bend', 'life', 'law', 'liberty', 'growl', 'life', 'servant', 'king', 'poet', 'executioner', 'ink', 'life', 'madness', 'self', 'train', 'time', 'mind', 'life', 'life', 'life', 'history', 'mankind', 'heart', 'fist', 'heart', 'fistѕ']",,,Western Europe
1984,it,Italy,Alice and Battiato,I Treni Di Tozeur,5.0,5.0,70.0,,,Franco Battiato,https://youtube.com/watch?v=vFLK0WliJcA,0,1,1,"In the frontier villages they watch the trains passing
The deserted roads of Tozeur
From a distant house, your mother sees me
And she remembers me for my habits
And for a moment returns my desire
Of living at a different pace
Still the trains for Tozeur  are passing by slowly
In the abandoned churches, they prepare shelters
And new spaceships for journeys among the stars
In an old empty mine, the salt extends
And I seem to remember it, like a dream
And for a moment returns my desire
Of living at a different pace
Still the trains for Tozeur  are passing by slowly
Mmm…
Dai daba daba da…
Nanai na nana nanana nana…
Nana dabai da nana…
Still we want to show him to you 
And you will…
In the frontier villages, they watch
The trains pаsѕing by for Tozeur",216,32.4,"['frontier', 'village', 'train', 'road', 'house', 'mother', 'habit', 'moment', 'desire', 'pace', 'train', 'church', 'shelter', 'spaceship', 'journey', 'star', 'mine', 'salt', 'dream', 'moment', 'desire', 'pace', 'train', 'frontier', 'village', 'train']",,,Southern Europe
1984,gb,United Kingdom,Belle and the Devotions,Love Games,7.0,7.0,63.0,,,Graham Sacher;Paul Curtis,https://youtube.com/watch?v=LgeFkRr_98M,0,0,1,"(You were only playin' love games)
(You were only playin' love games, baby)
(You were only playin' love games)
(You were only playin' love games, baby)
Why? (Baby, baby, why?)
Why'd you wanna break my heart, babe?
You should have told me from the start, babe
(You should have told me from the start, oh baby)
You should have let me know that you were letting go
Oh why? (Baby, baby, why?)
Why'd you wanna break my heart, babe?
When you knew that we were partin', babe
(Should have told me we were partin', baby)
Should have let me know
You should have told me so
Oh darling...
You were only playin' love games
(You were only playin' love games, baby)
You were only playin' love games
(You were only playin' love games with my heart)
You gave me sugar lovin' and it stuck like glue
And all this time you had me hooked on you
(Baby, baby)
You were only playin' love games
(You were only playin' love games, baby)
You were only makin' love pains
(You were only makin' love pains with my heart)
I was just your puppet and you know it's true
You could snap your fingers and I'd run to you
(Baby, baby)
Oh why? (Baby, baby, why?)
Why'd you wanna break my heart, babe?
You should have told me at the start, babe
(You should have told me, baby, could have told me)
When you knew all the time that you were never mine
Oh why? (Baby, baby, why?)
Why'd you wanna break my heart, babe?
When you knew that we would part, babe
(When you knew that we would part, oh baby)
That you would make me cry, that you would say goodbye
Oh darling...
You were only playin' love games
(You were only playin' love games, baby)
You were only playin' love games
(You were only playin' love games with my heart)
You gave me sugar lovin' and it stuck like glue
And all this time you had me hooked on you
(Baby, baby)
You were only playin' love games
(You were only playin' love games, baby)
You were only makin' love pains
(You were only makin' love pains with my heart)
I was just your puppet and you know it's true
You could snap your fingers and I'd run to you
(Baby, baby)
You were only playin' love games
(You were only playin' love games, baby)
You were only playin' love games
(You were only playin' love games with my heart)
You gave me sugar lovin' and it stuck like glue
And all this time you had me hooked on you
(Baby, baby)
You were only playin' love games
(You were only playin' love games, baby)
You were only makin' love pains
(You were only makin' love pains with my heart)
I was just your puppet аnd you know it'ѕ true",216,29.2,"['love', 'love', 'baby', 'love', 'love', 'baby', 'baby', 'heart', 'start', 'start', 'baby', 'baby', 'heart', 'baby', 'darling', 'love', 'game', 'love', 'baby', 'love', 'game', 'love', 'game', 'heart', 'sugar', 'glue', 'time', 'baby', 'love', 'game', 'love', 'baby', 'makin', 'love', 'pain', 'makin', 'love', 'pain', 'heart', 'puppet', 'finger', 'baby', 'baby', 'heart', 'start', 'baby', 'time', 'baby', 'heart', 'baby', 'goodbye', 'darling', 'love', 'game', 'love', 'baby', 'love', 'game', 'love', 'game', 'heart', 'sugar', 'glue', 'time', 'baby', 'love', 'game', 'love', 'baby', 'makin', 'love', 'pain', 'makin', 'love', 'pain', 'heart', 'puppet', 'finger', 'baby', 'love', 'game', 'love', 'baby', 'love', 'game', 'love', 'game', 'heart', 'sugar', 'glue', 'time', 'baby', 'love', 'game', 'love', 'baby', 'makin', 'love', 'pain', 'makin', 'love', 'pain', 'heart', 'puppet', 'аnd']",,,Northern Europe
1984,fr,France,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,8.0,8.0,61.0,,,Vladimir Kosma,https://youtube.com/watch?v=4k28wNXmgsU,0,0,1,"Which is the right side? Which is the wrong side?
In which direction does the earth turn?
It seems there's something in the air
Is the world better or worse?
I don't know what I can say
But at home, I hear laughter
There are as many lovers as stars in the sky
There are as many lucky people as we under the sun
Let me look at the future through your eyes
Let me swear to you that we will stay together
There are as many lovers as stars in the sky
There are as many lucky people as we under the sun
If you know how to listen, you'll hear birds
If you know how to look, you'll see, the world is beautiful
The world is beautiful
Which is the wrong side? Which is the right side?
In your arms, I don't know it
But nevertheless, we're happy this way
If I must suffer, if I must die
I wouldn't mind dying of pleasure
Of crazy love or of great laughter
There are as many lovers as stars in the sky
There are as many lucky people as we under the sun
Let me look at the future through your eyes
Let me swear to you that we will stay together
There are as many lovers as stars in the sky
There are as many lucky people as we under the sun
If you know how to listen, you'll hear the birds
If you know how to look, you'll see, the world is beautiful
The world iѕ beаutiful",216,28.2,"['side', 'side', 'direction', 'earth', 'air', 'world', 'home', 'laughter', 'lover', 'star', 'sky', 'people', 'sun', 'future', 'eye', 'lover', 'star', 'sky', 'people', 'sun', 'bird', 'world', 'world', 'side', 'side', 'arm', 'way', 'pleasure', 'love', 'laughter', 'lover', 'star', 'sky', 'people', 'sun', 'future', 'eye', 'lover', 'star', 'sky', 'people', 'sun', 'bird', 'world', 'world']",,,Western Europe
1984,fi,Finland,Kirka,Hengaillaan,9.0,9.0,46.0,,,Jukka Siikavire,https://youtube.com/watch?v=5G_vnjEL9R4,0,0,1,"The last train left at 22.45, but who cares
At 5.30 in the morning from track 2
Another train's going to leave
Let's just hang around tonight
And not sleep at all
At the station we'll play and swing around
While we wait for the train
The last train took my bag away
The trains are busy, not me, no way!
You can catch the train of life anytime!
It's 2 a.m.
And we're all alone at the station
We've been playing blues an hour or two
And it's still an eternity till morning
Let's just hang around tonight
And not sleep at all
At the station we'll play and swing around
While we wait for the train
The last train took my bag away
The trains are busy, not me, no way!
You can expand the concept of the world in other ways too
Track 2 it's morning
We're late again it's six o'clock
As our trip moves further, our mood just goes on
Let's just hang around all day
We'll just play and swing around all day
Let's just hang around all day
And not sleep at all
Let's just play and ѕwing around all day
While we wait for the train
While we wait for the trаin",216,21.3,"['train', 'morning', 'track', 'train', 'tonight', 'station', 'train', 'train', 'bag', 'train', 'way', 'train', 'life', 'station', 'blue', 'hour', 'eternity', 'morning', 'tonight', 'station', 'train', 'train', 'bag', 'train', 'way', 'concept', 'world', 'way', 'morning', ""o'clock"", 'trip', 'mood', 'day', 'day', 'day', 'day', 'train', 'trаin']",,,Northern Europe
1984,lu,Luxembourg,Sophie Carle,100% D'amour,10.0,10.0,39.0,,,Jean-Pierre Goussaud,https://youtube.com/watch?v=sEWnCqgmM6I,0,0,1,"There are sighs on the telephone
Which prevent us from sleeping
On my radio there are too many songs
Which make my heart like a ragged doll
Above towns there are airplanes
And stars which turn around
Where are the horses of the merry-go-round?
Where are the gods who protect us?
Give me hundred percent of love
To share it every day
With the sky, with the people, oh…
Give me hundred percent of love
I would like to do something
With blue, with pink
To change the eyes of the earth
Which look at films in reverse
I imagine a video clip
In which children speak to birds
We have sound without pictures
We have the sea, but not the beach
Give me hundred percent of love
To share it every day
With the sky, with the people, oh…
Give me hundred percent of love
If you have in your hands
Old dreams that are useless
Give me hundred percent of love
To share it every day
With the sky, with the people, oh…
Give me hundred percent of love
Give me hundred percent of love
To share it every dаy
With the ѕky, with the people, oh…
Give me hundred percent of love",216,18.1,"['sigh', 'telephone', 'radio', 'song', 'heart', 'doll', 'town', 'airplane', 'star', 'horse', 'round', 'god', 'percent', 'love', 'day', 'sky', 'people', 'percent', 'love', 'eye', 'earth', 'film', 'reverse', 'video', 'clip', 'child', 'bird', 'sound', 'picture', 'sea', 'beach', 'percent', 'love', 'day', 'sky', 'people', 'percent', 'love', 'hand', 'dream', 'percent', 'love', 'day', 'sky', 'people', 'percent', 'love', 'percent', 'love', 'dаy', 'ѕky', 'people', 'percent', 'love']",,,Western Europe
1984,pt,Portugal,Maria Guinot,Silêncio E Tanta Gente,11.0,11.0,38.0,,,Maria Guinot,https://youtube.com/watch?v=gXOFCPQkL1o,0,0,1,"Sometimes it's in the midst of silence
I find love in the look of your eyes
It's a stone, it's a shout
Born anywhere
Sometimes it's in the midst of so many people
I find at last what I am
I'm a shout or I'm a stone
From a place where I'm not
Sometimes I'm the time running slowly
And what no one wants to believe
Sometimes I'm also a happy yes or a sad no
And I give my life for a day of illusion
And I give my life for a day of illusion
Sometimes it's in the midst of silence
I find the words to say
It's a stone or it's a shout
Of a love yet to happen
Sometimes it's in the midst of so many people
I find at last where I'm going
And this stone, and this shout
Are the story of what I am
Sometimes I'm the time running slowly
And what no one wants to believe
Sometimes I'm also a happy yes or a sad no
And I give my life for a day of illusion
And I give my life for a day of illusion
Sometimes I'm the time running slowly
And what no one wants to believe
Sometimes I'm also a happy yes or a sad no
And I give my life for a day of illusion
And I give my life for a dаy of illuѕion",216,17.6,"['midst', 'silence', 'love', 'look', 'eye', 'stone', 'shout', 'midst', 'people', 'shout', 'stone', 'place', 'time', 'one', 'life', 'day', 'illusion', 'life', 'day', 'illusion', 'midst', 'silence', 'stone', 'shout', 'love', 'midst', 'people', 'stone', 'shout', 'story', 'time', 'one', 'life', 'day', 'illusion', 'life', 'day', 'illusion', 'time', 'one', 'life', 'day', 'illusion', 'life', 'dаy', 'illuѕion']",,,Southern Europe
1984,tr,Turkey,"Bes Yil Önce, On Yil Sonra",Halay,12.0,12.0,37.0,,,Selçuk Başar,https://youtube.com/watch?v=yyAicsOvL9k,0,0,1,"The ground will tremble, fellows, when the Halay is danced
We love in a different way
We are exuberant like torrents, like gusting winds
We don't look upon foreigners as strangers
Let blooms blossom on the bough
We have so many beautiful things
Let's sing old love songs
To the whole world
Let's sing old love songs
To the whole world
Hand in hand, we play and dance the halay
With affection, we play and dance the halay
Let everyone take a place on this floor
Let drums beat and rejoice
Let the troubadour strike the strings of his lute
So lovely is this tune
Let's weave a web of friendship
Let's cross over those unyielding mountains
Let's sing old love songs
To the whole world
Let's sing old love songs
To the whole world
Hand in hand, we play and dance the halay
With affection, we play and dance the halay
Let's weave a web of friendship
Let's cross over those unyielding mountains
Let's sing old love songs
To the whole world
Let's sing old love songѕ
To the whole world
Hand in hand, we play and dance the halay
With affection, we play and dance the halay
Halаy",216,17.1,"['ground', 'fellow', 'halay', 'way', 'torrent', 'wind', 'foreigner', 'stranger', 'bloom', 'blossom', 'bough', 'love', 'song', 'world', 'love', 'song', 'world', 'hand', 'halay', 'affection', 'halay', 'place', 'floor', 'drum', 'troubadour', 'string', 'tune', 'web', 'friendship', 'let', 'unyielding', 'mountain', 'love', 'song', 'world', 'love', 'song', 'world', 'hand', 'halay', 'affection', 'halay', 'web', 'friendship', 'let', 'unyielding', 'mountain', 'love', 'song', 'world', 'love', 'songѕ', 'world', 'hand', 'halay', 'affection', 'halay', 'Halаy']",,,Non-European
1984,nl,Netherlands,Maribelle,Ik Hou Van Jou,13.0,13.0,34.0,,,Peter van Asten;Richard Debois,https://youtube.com/watch?v=gPEBOXtGt04,0,0,1,"I love you
Only you
I can't live in a world without you
Wherever I am
I hear your voice
I can't forget you just like that
Take me in your arms again
Let me warm your heart
I want to give you everything
I love you so much
You belong to me
Only to me
Those are the words you once said to me
I'm so alone
Where do I have to go?
Where are the good old days gone to?
Take me in your arms again
Let me warm your heart
I want to give you everything
I love you ѕo much
I love you
Only you
I can't live in а world without you
I love you",216,15.7,"['world', 'voice', 'arm', 'heart', 'day', 'arm', 'heart', 'world']",,,Western Europe
1984,de,Germany,Mary Roos,Aufrecht Geh'n,13.0,13.0,34.0,,,Michael Reinecke,https://youtube.com/watch?v=ag3TeXJOGF4,0,0,1,"So goodbye now, I won't make a scene
Turn around and go, I don't need your compassion
Perhaps I'm in despair, perhaps I feel bad
But you will see, now, more than ever, I want to
Walk tall, walk tall
At last I've learnt to stand up when I fall
With proud in my eyes and in spite of tears in my face
Walk tall through the night into the light
When you come back, I know, it should be soon
It will be quite in vain, I'm not waiting for you
And when we will meet, I will hardly look at you
But when I will become weak, I say strictly to myself
Walk tall, walk tall
At last I've learnt to stand up when I fall
With proud in my eyes and in spite of tears in my face
I go upright through the night into the light
Still my silence is somewhat bitter
And my laughing still sounds a bit shrill
There are still some splinters in my soul
I still can't see my aim, but I will
Walk tall, walk tall
At last I've learnt to stand up when I fall
With pride in my eyes and in spite of tearѕ in my face
Walk tаll through the night into the light",216,15.7,"['goodbye', 'scene', 'compassion', 'despair', 'eye', 'spite', 'tear', 'face', 'walk', 'night', 'light', 'eye', 'spite', 'tear', 'face', 'night', 'light', 'silence', 'laughing', 'bit', 'splinter', 'soul', 'aim', 'pride', 'eye', 'spite', 'tearѕ', 'face', 'tаll', 'night', 'light']",,,Western Europe
1984,cy,Cyprus,Andy Paul,Anna Maria Lena,15.0,15.0,31.0,,,Andy Paul,https://youtube.com/watch?v=-xnUr1pgNiI,0,0,1,"I sing out your name, Anna
I keep you around my neck, Anna
You keep my heart warm from the cold
And you take away from me the winter and my isolation
Anna Maria Lena
One love holds us
Oh Anna, it'll only be one
Our dream in life
Anna Maria Lena
Happiness in life is dear, Anna
With a sweet purpose I'll tell it to you, Anna
Now I found the truth, an open road
Take the hand I'm giving you, we'll both reach there
Anna Maria Lena
One love holds us
Oh Anna, it'll only be one
Our dream in life
Anna Maria Lena
Oh Anna Maria Lena
One love holds us
Oh Anna, it'll only be one
Our dream in life
Oh Anna Maria Lena
One love holds uѕ
Oh Anna, it'll only be one
Our dream in life
Anna Maria Lenа",216,14.4,"['name', 'neck', 'heart', 'cold', 'winter', 'isolation', 'love', 'dream', 'life', 'happiness', 'life', 'purpose', 'truth', 'road', 'hand', 'love', 'dream', 'life', 'love', 'dream', 'life', 'love', 'dream', 'life']",,,Southern Europe
1984,ch,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,16.0,16.0,30.0,,,Günter Loose,https://youtube.com/watch?v=MgeHg45UQFg,0,0,1,"Even when I was a little child, I thought about
How to paint a picture of the world
And who knows how a painter can do it?
Colourful and beautiful, full of sunshine
That's how I saw every day, but only at night
The same question always crossed my mind
What colour is the sunshine?
What colour is the world?
Is it blue like the open sea?
Like the sky above?
What colour is the sunshine?
It casts shadow or light
Look at the world with open eyes
Or you won't see the wonders
How to paint luck? Simply in fine red?
How to paint pain? What colour is war?
How to paint hunger and misery?
What colour is the sunshine?
What colour is the world?
Is it blue like the open sea?
Like the sky above?
What colour is the sunshine?
There are many coloured pictures
The way you see things on eаrth
It depends only on your feelingѕ",216,13.9,"['child', 'picture', 'world', 'painter', 'sunshine', 'day', 'night', 'question', 'mind', 'colour', 'sunshine', 'colour', 'world', 'sea', 'sky', 'colour', 'sunshine', 'shadow', 'light', 'world', 'eye', 'wonder', 'red', 'pain', 'colour', 'war', 'hunger', 'misery', 'colour', 'sunshine', 'colour', 'world', 'sea', 'sky', 'colour', 'sunshine', 'picture', 'way', 'feelingѕ']",,,Western Europe
